,q0,qa,label,qa_encode,q0_encode
227315,我想代理化妆品，代理什么牌子的好,我想做化妆品生意，请问代理什么牌子的比较好,1,151624,7790
227318,介绍几部美国的搞笑电影,求几部超搞笑美国电影,1,63663,108975
227319,超实数是什么,实数是什么？,1,70537,22420
227320,过年拼车回家,过年回家拼车,1,61592,12445
227321,怎么看手机分辨率,手机分辨率怎么看,1,1460,194621
227325,我是歌手第二季歌王是谁？,我是歌手第二季谁的谁是歌王,1,142974,6872
227326,王羲之是哪个朝代的人,王羲之是哪个朝代的书法家,1,82086,15714
227327,在家上网那种赚钱的方法,在家上网也可以赚钱的方法,1,47337,107072
227329,哪里有好又便宜的手表,现在买手表哪里比较便宜,1,155528,89434
227332,侠岚的片尾曲是啥,侠岚的片尾曲是什么,1,157105,119759
227333,胃酸烧心吃什么,胃酸烧心吃什么药,1,107043,122646
227335,求《绝望的小仓鼠》漫画全集！,求绝望の小仓鼠漫画全集,1,56444,90044
227336,坏蛋是怎么炼成的,坏蛋是怎样炼成的哪里可以看,1,63516,193108
227339,这个多肉植物是什么,这个是什么多肉植物呢？,1,81610,55237
227340,苏宁易购微信刮手机是真的吗,苏宁易购微信上擦手机是真的吗,1,83386,68758
227341,美发师有前途么？,美发师有前途吗,1,236747,157358
227343,手机为什么打开数据连接不能上网,为什么手机打开了数据连接还不能上网从？,1,77086,203378
227344,找异界魔武双修的小说,主角魔武双修的玄幻小说？,1,82148,188774
227350,天天酷跑抽奖有什么技巧,天天酷跑抽奖有什么秘籍,1,13808,44857
227353,月经期间可以喝酒吗,月经期间能喝酒吗？,1,119226,111164
227354,怎样减少电脑对人的辐射？,怎样减少电脑辐射?,1,19771,227273
227356,三星的手机电池耐用吗？,三星手机电池耐用吗,1,81275,3299
227357,这是什么电视或电影啊？好想看！,这是什么电视还是电影？,1,82691,82831
227360,空间说说字体颜色怎么改,空间说说怎么改字体颜色？,1,33971,115143
227362,如何自学法语？,怎么样自学法语？,1,193984,34117
227364,最近有什么好看的电影推荐一下啊,最近有什么好看的电影推荐下,1,33075,12731
227368,有人说今天是情人节？,今天怎么有人对我说情人节快乐,1,210608,216074
227377,有什么好的电视剧推荐看一下,有什么好电视剧推荐一下？,1,101182,210760
227378,打麻将为什么总是输？,打麻将老输为什么？,1,226381,89318
227381,使徒行者插曲叫什么,使徒行者插曲是什么歌,1,154361,197207
227388,这个是那个国家的国旗？,这个国旗是哪个国家的,1,63440,144927
227391,脚黑穿什么颜色的凉鞋,脚黑穿什么颜色凉鞋,1,11642,64831
227392,跳绳有什么坏处？缩胸吗？,跳绳有什么坏处，嘿嘿,1,23445,170682
227394,在家带孩子的有什么手工活可以在家做的,这附近哪里有手工活外发。我在家带孩子做,1,107766,122052
227397,中考历史怎样复习?,中考怎样复习历史？,1,48938,156130
227399,游戏茶苑手机版如何下载,游戏茶苑手机版怎样下载,1,33915,28081
227401,屏蔽是什么意思,屏蔽什么意思？,1,240254,237863
227402,什么短发发型好看？,有什么好看的短发发型吗,1,134156,192534
227403,天王盖地虎的下一句是什么,天王盖地虎下一句是什么,1,20684,39784
227405,电钻什么牌子好,什么牌子的电钻好,1,114284,11074
227407,如何通过微信备份通讯录,用微信如何备份通讯录,1,96469,28522
227409,我的世界地狱房怎么做,我的世界地狱门怎么做,1,42006,22046
227410,签名设计免费在线,免费签名设计在线,1,6948,70968
227411,做什么运动可以锻炼性能力,什么运动可以锻炼性能力,1,160430,48932
227412,耐克鉴别真假,鉴别耐克真假,1,139279,208296
227413,哪里有外贸服装货源？,哪里有外贸服装的货源啊,1,60350,238865
227414,上火吃什么好,上火吃什么和喝什么去火,1,244168,20976
227416,常州市有哪些镇,常州市有哪些县,1,122271,146889
227417,求素锦小说封面,求素锦小说封面吖！,1,149216,141216
227418,雷霆战机为什么登陆不上去,为什么我的雷霆战机登陆不上去,1,200450,175312
227419,形容帮助人的成语,形容帮助别人的成语,1,166399,75995
227422,如何锻炼手指的灵活度,怎样锻炼手指灵活度,1,17677,170069
227424,还有什么游戏可以赠话费,什么游戏能赚话费？,1,57154,133590
227425,刘德华了老婆是谁,刘德华的老婆是谁。？,1,142973,21292
227426,全民枪战和全民突击哪个好玩？,全民突击，和全民枪战哪个好玩？,1,32695,60390
227429,电脑声音不对,电脑声音不对啊,1,115745,38589
227431,哪里有大笑江湖可以下载,哪里有下载大笑江湖,1,124513,241128
227433,成都妇科医院哪家好？,成都妇科医院哪家好啊？,1,29807,141294
227435,怎么对好友留言,如何给好友留言,1,185004,223600
227439,男人赚钱最快的方法是什么？,男人做什么工作最赚钱,1,86046,20143
227440,难忘的事情有什么？,你最难忘的事情是什么,1,48199,105422
227441,世界上什么酒最好喝？,世界上最好喝的酒什么酒？,1,110848,64158
227442,有没有人曾告诉你歌词,歌词是有没有人曾告诉你我很爱你，是什么歌,1,44410,68882
227444,世上什么东西是最珍贵的？,世上什么东西最珍贵?,1,11985,176291
227447,吾爱破解网账号,吾爱破解账号,1,4524,97319
227453,我的上升星座是什么？,我的上升星座什么是哪些呀,1,186053,144625
227454,今晚快乐大本营嘉宾是谁,今晚快乐大本营的嘉宾是谁,1,30449,43283
227455,淘宝怎么修改绑定手机,淘宝绑定手机怎么修改,1,93393,77692
227458,黑眼圈用什么眼霜好,有黑眼圈用什么眼霜好,1,233289,138050
227459,辛苦您重新输入下可以吗？是月份开始后边的数字的，,辛苦您重新输入下，是月份开始后边的数字的,1,83417,220471
227460,老公生日礼物送什么,送什么生日礼物给老公？,1,55042,6775
227462,微信号被封怎么解开？,我的微信号被封怎么解开,1,102699,54669
227463,在哪里能吃到正宗的北京烤鸭,那里能吃到正宗的北京烤鸭？,1,153908,187100
227464,女人吃了伟哥会怎样,女人吃伟哥会怎样,1,48493,230756
227465,你最喜欢哪个国家？,你喜欢哪个国家？,1,70726,11105
227466,有钩虫的猪肉能吃吗,猪肉有钩虫还能吃吗,1,197170,34958
227467,这个是什么电影的海报啊？,这个海报上的电影叫什么,1,120272,30696
227468,这是哪部电影,电影这是哪部？,1,125978,7030
227469,您的这个账户是没有完成实名认证。,您的这个账户是没有完成实名认证的。,1,198846,148480
227470,怎样可以使胸部变小,胸部大怎么变小？,1,131753,68229
227471,这种围巾的织法,跪求这种围巾的织法,1,211107,166912
227473,七上八下是什么生肖？,七上八下，你猜的是什么生肖呢！,1,61763,17318
227478,隔夜菜那些不能吃,哪些菜隔夜不能再吃了的,1,188202,207777
227479,作文令我感动的一件事,作文一件令我感动的事,1,124353,53183
227482,我在广州想去深圳怎么坐车呀,从广州站去深圳怎么坐车,1,137995,48979
227483,啊有什么好看的异世小说,有什么好看的异界玄幻小说、,1,135257,105967
227490,鱼缸什么牌子的好？,鱼缸什么牌子好,1,10918,33536
227491,这是什么电视剧？,这是什么电视剧呢,1,144605,37902
227492,今天西安什么天气,西安今天啥天气,1,207600,142529
227493,北京牙齿矫正哪里好啊,北京牙齿矫正哪里好,1,970,40312
227494,贵公司营业执照后八位是？,您好，贵公司的营业执照后八位是？,1,5505,162889
227497,怎么提高淘宝销量,如何提高淘宝销量？,1,146199,59234
227499,何当共剪西窗烛,何当共剪西窗烛，(),1,89921,858
227501,合肥师范学院,合肥师范学院有鸡么,1,120070,227363
227504,为什么女人喜欢无理取闹，讲不通道理?,女人为什么不讲理，喜欢无理取闹,1,216715,114595
227505,什么眼霜去黑眼圈效果好,"什么眼霜去黑眼圈效果好,价格又不贵",1,243790,152072
227506,月经期间能喝中药吗？,月经期间可以喝中药吗,1,175628,52730
227509,杜蕾斯是什么啊,杜蕾斯是什么？,1,170798,52980
227512,观察日记(二),写偏观察日记,1,64334,82130
227513,圆脸女生剪什么发型好看,圆脸的女生剪什么发型好看?,1,133649,173925
227514,十二星座女生谁最漂亮,盘点十二星座女生谁最漂亮,1,129672,207117
227515,怎样注册百度贴吧。,百度贴吧怎么注册,1,71426,211380
227516,这串星月菩提值多少钱？,这串8*6的星月菩提值多少钱,1,23570,245794
227518,快手怎么发长视频？可以通过,快手怎么发长视频？,1,219064,169538
227520,淘宝客佣金怎么算,淘宝客佣金怎么算的,1,158408,138436
227521,十全十美猜一生肖是那个,十全十美，猜一生肖,1,231369,48525
227525,成都有什么特产？,哎，成都有什么特产啊？,1,17161,200319
227526,为什么找不到女朋友,我为什么找不到女朋友,1,166151,119536
227528,三角函数的图像和性质,三角函数图像性质,1,153248,34964
227529,补肾壮阳的中药有哪些_百度拇指医生,补肾壮阳的中药有哪些，吃什么好,1,201015,143913
227531,世界上最遥远的距离是什么？,世界上最遥远的距离就是什么？,1,157381,108041
227536,轩辕剑天之痕,轩辕剑天之痕修,1,228850,139414
227537,淘宝上这个韩国女模特叫什么名字?,请问淘宝上这个韩国女模特叫什么？,1,38006,53339
227539,教我泡妞,教我泡妞吧,1,135289,138241
227541,爸爸去哪儿电影去哪看,爸爸去哪了电影,1,185392,192053
227542,手机串号的修改,手机修改串号,1,105778,78155
227543,壮丁是指什么动物,什么动物当壮丁,1,212461,140531
227544,我处理不了，帮您转接，您看可以吗,帮您转接处理您看可以吗，这边处理不了呢,1,68419,240220
227545,北京批衣服哪里便宜,北京哪里买衣服便宜,1,197704,180546
227547,那里有黑车买,哪里有黑车卖？,1,148128,79187
227548,我拼音不好,我的拼音不好怎么办呢？,1,113517,40095
227549,你们知道这是什么植物吗？,有谁知道这是什么植物,1,135688,110419
227550,早餐做什么赚钱,卖什么早餐赚钱,1,41519,14423
227552,纪念碑谷这一关怎么玩,纪念碑谷这一关怎么过？,1,7062,18865
227554,青春痘怎么消除，你们用什么？,青春痘有什么好方法去除的,1,204848,131021
227555,武林外传电影版哪里有下载,武林外传电影版哪里下载,1,170981,37022
227558,圆脸女生适合什么发型，求图…,圆脸女生适合什么发型，最好有图,1,12759,122687
227559,这个兔子的名字是什么,这只兔子的名字是什么？,1,128166,127310
227561,请问谁知道这美女叫什么名字,请问这位美女叫什么名字啊！,1,115007,116546
227564,张衡发明了什么,张衡发明了些什么么,1,201386,5747
227565,月经期能做艾灸吗,月经期可以做艾灸吗？,1,237033,208888
227566,关于吸血鬼的校园小说,校园类的吸血鬼小说,1,126961,199720
227567,习信怎么下载,怎么下载习信,1,62282,37132
227568,孕妇可以吃李子吗,孕妇能吃李子吗？,1,104972,122976
227569,助听器什么牌子的好啊？,助听器什么牌子的好?,1,64853,82802
227570,老公出轨想挽回该怎么做,老公出轨该怎样挽回他的心,1,152955,239542
227571,这是什么狗狗？叫什么？,这是什么狗狗,1,7282,176806
227573,有什么好办法可以去黑头,有什么办法可以去黑头,1,14539,95402
227574,这个女星的名字,求这个女星的名字,1,227344,189388
227575,进曹营一言不发,()进曹营，一言不发,1,102493,104267
227576,春天哪些花开啊,春天哪些花开,1,123429,45385
227578,什么是现实,现实是什么，,1,122811,197927
227580,酷跑封号了，怎么解封？,天天酷跑封号了怎么解封,1,135614,105493
227581,钱是冻结在您的余额宝是吗？,您说的是余额宝冻结金额是吗,1,143738,62984
227584,时空猎人战斗力怎么提升,时空猎人怎么提高战斗力,1,170246,11135
227586,的的打车软件怎么下载,打车软件怎么下载,1,86060,21778
227587,现在流行什么发型？男生的？,现在男生流行什么发型？,1,45231,110492
227588,这翻译成中文怎么说？,这句话英语翻译成中文怎么说,1,47712,153942
227589,知柏地黄丸女人能吃吗,女人吃知柏地黄丸好吗,1,181690,223567
227591,怎样钩毛线拖鞋,怎样用毛线钩拖鞋,1,239749,137408
227592,倾吐近义词是什么,倾吐的近义词是什么,1,104158,169216
227593,什么是吸引力法则？,吸引力法则是什么,1,215904,167748
227594,为什么世界上只有男人和女人呢,为什么世界上只有男人和女人,1,58438,135568
227595,最好玩的单机游戏是什么?,现在最好玩的单机游戏是什么？,1,78020,58961
227599,赵本山徒弟都有谁啊,赵本山的徒弟有谁。,1,82464,113293
227600,韩后的护肤品谁用过，好不好用。,韩后护肤品好不好用？,1,211855,23513
227602,求空白个人简历表格,求个人简历空白表格,1,3432,30955
227603,依琳娜化妆品怎么样,玫琳娜化妆品怎么样,1,131354,152329
227605,海星怎么吃,海星怎么做,1,220555,139718
227607,怀孕后还会来白带吗？,怀孕了还来白带吗？,1,128109,53130
227611,广州的特产饼是什么？,广州有啥特产,1,138230,45537
227613,帮男朋友选生日礼物,给男朋友的生日礼物,1,62039,115682
227614,求一部电影，外国恐怖片,急求一部外国电影恐怖片。,1,25257,97347
227615,这张图是哪个漫画？,这张图的那个漫画叫什么,1,165909,8283
227616,什么软件充话费最便宜,什么软件充话费便宜,1,146282,91768
227620,微星笔记本怎么样，打算买个，用过的说一下啊,微星笔记本的质量怎么样,1,71060,33807
227621,怎么样折纸玫瑰,玫瑰折纸怎么折,1,145597,101499
227622,找一本小说，是重生都市的！,求一本重生都市小说,1,83001,186354
227628,怎样判断一个女生是否喜欢你？,怎么判断女生是否喜欢你,1,238632,95627
227630,请问是什么时间退款成功的呢？,请问是什么时候退款成功呢？,1,123416,163722
227640,男士洗面奶求推荐,求推荐男士洗面奶,1,156540,78774
227643,美的空调格力空调哪个好呀,美的空调和格力空调哪个好,1,153633,7195
227645,哪里可以申请到一级免费域名,哪里有一级免费域名申请？,1,172066,220060
227646,情侣个性签名,他姓唐我姓蒋的情侣个性签名,1,42370,85983
227647,有什么好玩的软件？,有什么好玩的软件吗？,1,169968,37416
227649,微信聊天记录怎么备份,怎样备份微信聊天记录,1,16070,135750
227651,今年流行什么颜色的鞋子？,今年流行什么颜色的鞋子呢？,1,100542,195718
227653,求阿狸的表情包啊,求阿狸表情包,1,110607,156361
227654,情商低怎么办，怎么提高,怎样提高自己的情商,1,86556,74262
227655,山药吃了有什么好处？,山药有什么好处吗,1,112170,223152
227659,男生长脸适合剪什么发型,长脸型的男生剪什么发型好看,1,112910,235780
227661,节奏大师有离线版吗,节奏大师可以离线玩吗,1,195805,41293
227663,刚结婚的晚上干什么,我很无聊，该干什么呢？,1,714,25305
227667,您可以联系一下银行客服核实一下银行卡的明细,您联系银行客服核实一下银行卡明细哦。,1,133744,27530
227668,怎么取消关注星影联盟,这个星影联盟怎么取消关注？,1,76703,83495
227670,你们说范冰冰整容了吗,范冰冰整容了吗,1,138016,29934
227671,修改病句。用符号,用符号修改病句,1,178654,214295
227672,现在有什么小说好看…,谁知到现在有什么好看的小说,1,137792,180458
227673,白色搭什么颜色好看,白色分别配什么颜色好看,1,227373,115171
227677,像我这样的适合剪空气刘海吗？,适合空气刘海么？,1,45078,131114
227678,怎么样管理好一个团队？,如何管理一个小团队？,1,230081,181194
227679,我想要答案,我想要这个的答案,1,200689,21720
227680,天猫旗舰店卖假货吗,天猫旗舰店有假货吗,1,185343,112096
227681,争强好胜什么意思,争强好胜是什么意思？,1,103257,118920
227682,送男友什么生日礼物？！急！,送男友什么生日礼物好？,1,126881,226769
227683,籍贯是指什么？,籍贯是什么？,1,77483,131207
227685,合肥那么多做传销为什么没人管.com,为什么合肥的传销没人管,1,173667,180801
227688,财富值是什么,什么是财富通,1,134427,104720
227689,什么死神单机游戏好玩,有什么火影或死神好玩的单机游戏,1,162510,180195
227690,哪个版本的口袋妖怪最好玩啊,目前口袋妖怪哪个版本最好玩？,1,8363,153893
227691,如何克服惰性？,如何克服自己的惰性,1,79409,86354
227692,好的魔兽世界私服,魔兽世界私服哪个好,1,155007,87871
227693,怎么消灭苍蝇,怎么样消灭苍蝇,1,131090,231712
227696,怎样报名中国新声代,中国新声代怎么报名,1,67424,99782
227698,我党的方针政策是什么,党的方针政策是什么？,1,218020,143628
227702,裸婚时代片尾曲是什么？,《裸婚时代》电视剧的片头曲和片尾曲是什么歌曲,1,47572,129861
227703,求各位哥哥帮帮忙！,各位哥哥帮帮忙！,1,69385,160040
227704,哪里可以秀呀秀大雕？,哪里可以秀大雕啊秀,1,103136,86549
227711,东莞火车站是在哪里,东莞火车站在哪里,1,3773,216782
227712,电脑如何看湖南卫视直播？,电脑上怎么看湖南卫视的直播,1,123923,42123
227714,怎样使自己保持一颗平常心,如何保持一颗平常心？,1,8543,72935
227715,硫酸铜溶液是什么颜色,硫酸铜溶液什么颜色,1,101197,17002
227716,现在有什么好玩的地方？,现在有什么地方好玩？,1,119523,160072
227717,逆战体验服现在还能进吗？,逆战体验服现在能不能进去,1,178135,197512
227718,爱奇艺怎样下载视频,爱奇艺视频怎么下载,1,113423,5458
227720,给我小侄女起个好名字,摆脱给我亲爱的小侄女起个好名字,1,114231,4608
227722,我的世界电脑版在哪里下载,我的世界电脑版下载,1,33362,88658
227723,梅西为什么没有进球？,梅西为什么没在世界杯上进球,1,164565,55743
227726,吉利帝豪怎么样,吉利帝豪的车怎么样？好吗？,1,134949,83747
227729,这是什么牌子的包包？急！,这是什么牌子包包,1,65350,190483
227731,求爸爸去哪儿简谱,爸爸去哪儿的简谱,1,219469,75448
227737,如何算钢筋重量,钢筋的重量怎么算,1,175203,136277
227740,谷歌如何打开,怎么样打开谷歌,1,130247,231327
227741,什么什么雪山叠词,什么雪山叠词,1,198009,189995
227742,星座是按农历算，还是阳历算,星座是按农历还是阳历,1,175721,81259
227744,密码怎么修改？,怎么修改密码,1,22971,195013
227745,怎么改掉坏脾气？,怎么改掉我的坏脾气？,1,47751,170639
227746,想问个关于新浪微博的问题,关于新浪微博的一个问题,1,228818,83539
227747,什么修改器能修改天天酷跑,请问用什么修改器可以修改最新的天天酷跑,1,65852,153055
227748,赛尔号闪光皮皮怎么抓,赛尔号现在闪光皮皮怎么抓,1,200448,151192
227749,电脑一看本地视频就死机！,我的电脑一看视频就死机,1,107737,208013
227750,可以丰胸的食物有哪些？,丰胸的食物有哪些，吃什么可以丰胸,1,181924,150490
227751,疯狂猜图电影电视答案,疯狂猜图答案电影电视,1,20786,15955
227752,乳晕怎么样粉红,怎样让乳晕变粉红,1,208209,25080
227753,现在有什么好项目可以赚钱,"现在有什么好项目,比较赚钱",1,204124,75100
227755,什么是现货白银？,现货白银是什么？,1,16201,83524
227757,怎么卸载一键还原精灵,一键还原精灵怎么卸载。要全,1,26033,8633
227758,这日语啥意思,这日语是啥意思？,1,10250,31798
227760,这个耳机牌子叫什么？,这个是什么牌子的耳机？,1,123848,2954
227763,叉叉助手咋用啊,叉叉助手怎么用啊,1,168243,229823
227765,走完所有格子，不重复,走格子，不重复,1,54346,60293
227768,这是那个动画片,这是哪个动画片呢,1,170021,139402
227769,请认真和我恋爱的游戏,认真和我恋爱的游戏,1,184898,22692
227773,诚恳劝告的话叫()言,诚恳劝告的话,1,58790,177862
227774,银行卡掉了怎么查卡号,银行卡丢了怎么查卡号,1,37238,224674
227777,写出你最喜欢的一句话,请写出你最喜欢的一句话,1,5524,46661
227780,天蝎座和什么座最配？,天蝎座女和什么座最配,1,56079,140052
227782,今年流行穿什么鞋？男,男的今年流行穿什么,1,77536,212243
227784,这个反应生成什么？,它们反应生成什么,1,243378,131461
227785,铁路网上订票如何取票,南京站高铁网上订票后如何取票,1,199640,178721
227786,有什么好看的爱情动漫,有什么好看的爱情动漫黃,1,127601,19560
227790,动物的尾巴各有什么作用,动物的尾巴有什么作用写一段话,1,96063,155687
227792,苹果手机怎么验证真假,怎么样验证苹果手机真假？,1,211771,198002
227795,求这部电视剧的名字,这部电视剧名字是什么,1,43252,58999
227796,做爱是什么意思,做爱什么意思,1,230629,213805
227797,讥笑的意思是什么？,讥笑是什么意思,1,218288,135723
227799,过年回家送爸妈什么礼物？,过年回家送爸爸妈妈什么礼物最好？,1,215438,218432
227802,求这张高清壁纸,找这张壁纸的高清版,1,13921,222668
227805,怎样用绳子缠戒指,红绳子怎么编戒指,1,220389,115483
227807,这个男的是网络红人？是谁？,这个网络红人，男的是谁,1,39670,195193
227808,什么类的单机游戏好玩,什么单机游戏好玩,1,222340,22960
227809,淘宝退款说明写的是什么？,淘宝退款说明写什么,1,233801,194388
227810,如何清洗电饼铛,电饼铛如何清洗,1,165755,106312
227811,怎样在社区捡贝壳,在社区中怎样捡贝壳,1,236402,177984
227812,人的生命为什么那么脆弱？,生命为什么这么脆弱,1,93469,33616
227813,很抱歉的亲，支付宝仅为付款平台，您拍下的话费是由淘宝卖家或运营商发货,很抱歉哦，支付宝仅为付款平台，您拍下的话费是由淘宝卖家或运营商发货的,1,147680,123016
227815,怎样能缓解痛经,喝什么汤可以缓解痛经,1,19007,172744
227825,这首歌的歌名是什么？,这首歌歌名是什么,1,34267,11583
227827,一部日本的爱情电影,一部日本爱情电影,1,165782,182443
227829,天天洗头用什么洗发水比较好,什么洗发水比较好，比较专业,1,51594,160121
227832,弹弹堂怎么样升级快？,弹弹堂怎样升级快？,1,44135,219829
227833,推荐些新的好的电视剧,推荐部电视剧！,1,69115,131230
227834,请问图片中的猫咪是什么品种？,请问各位大神图片中的猫是什么品种，谢谢,1,215394,187808
227836,衣服沾上玻璃胶咋洗掉？,衣服上的玻璃胶干了怎么洗掉,1,49106,204852
227837,求时崎狂三本子,求时崎狂三的本子,1,106655,22973
227839,怎样制作表格,怎么制作表格啊,1,146220,24880
227842,微博话题赞怎么取消,怎么取消微博话题赞,1,144616,54991
227843,什么星座女人容易出轨,什么星座女人出轨了男人还会要,1,93041,64384
227848,喝红茶能减肥吗,喝红茶减肥吗,1,203832,23596
227852,哪里有充气娃娃卖,充气娃娃那里有卖,1,32413,74413
227855,苹果手机怎么不震动,苹果手机没震动了、怎么搞的,1,110179,139723
227856,什么牌子的牙膏好？,牙膏用什么牌子的好？,1,64161,150517
227857,请帮我翻译一下这句话,谁帮我翻译一下这句话，,1,117750,69408
227858,海贼王谁最漂亮,海贼王里谁最漂亮,1,226981,224880
227863,说说电压力锅哪个牌子好呢,压力锅哪个牌子好,1,12115,77197
227865,万万没想到第二季什么时候播,万万没想到第二季什么时候出,1,16324,143423
227867,什么动漫好看要很黄,有什么动漫好看,1,75930,121004
227868,帮我宝贝儿子取个名字,请大师帮我的宝贝儿子取个好名字,1,68557,32678
227869,图片上是什么游戏,这个图片是什么游戏的啊,1,4363,236861
227873,什么动漫最好看？,什么动漫好看…,1,181290,13551
227880,孙俪什么脸型,孙俪属什么脸型,1,118930,205896
227886,我知道了，韩语怎么说,是的，我知道了。韩语怎么写,1,6319,44320
227887,平安夜送什么礼物给女朋友好,平安夜送什么礼物给女朋友,1,34336,32805
227889,沈阳看妇科哪个医院好,沈阳哪个医院看妇科好,1,218535,244149
227890,罗纳尔多是哪个国家的,罗纳尔多是哪个国家人呀,1,197383,94996
227891,冬天怎么减肥？,冬天里怎样减肥？,1,135105,207909
227896,来例假做面膜好吗,来例假可以敷面膜吗,1,140036,38687
227897,怎样用纸折钱包,怎样用纸做小钱包,1,97433,168014
227899,移动手机怎么开流量,移动手机怎样刷流量,1,87618,188300
227902,制作头像的软件叫什么。,有什么头像制作软件吗,1,88883,39447
227904,去女朋友空间，怎么留言,给自己女朋友空间留言咋留,1,31225,38113
227908,微米手机怎么样？,微米手机怎样,1,8131,211809
227912,麻烦您再提供一下购买的产品支持花呗的截图和支付页面的截图,您好，麻烦您提供您支付页面截图和您购买的产品支持花呗支付的截图,1,187433,215267
227913,我以前看过一部电影叫什么名字不记得了,我以前看过一部电影不记得叫什么名字了,1,74375,226469
227915,怎样哄老婆睡觉,如何哄老婆睡觉,1,106481,62270
227916,怎么才能学好物理？,怎么样才能学好物理,1,242466,149489
227917,哪个网站卖机票便宜？,请问哪个网买机票便宜,1,231440,166514
227920,怎样下载奥拉星小黄人,奥拉星小黄人怎么下载,1,156407,57692
227921,什么动物是世界上最可爱的动物,世上最可爱的动物是什么,1,109147,26717
227923,今年流行什么发型？,今年什么发型流行,1,29172,18854
227926,如何学习日语,怎样学习日语,1,130191,135301
227928,最近压力大，有没有什么减压的方法？,压力大，有哪些减压方法？,1,35889,95202
227929,百度账号怎么注册,怎么注册百度账号呢,1,190660,130767
227930,中国文学发展史概括,中国文学发展史,1,208350,145764
227933,微信怎么删除好友,怎样删除微信好友,1,101196,192664
227934,猫扑中文里的小说怎么下载啊,猫扑中文怎样下载小说啊,1,153051,244893
227935,文章是真的出轨了吗,文章出轨是真的嘛？,1,35704,240172
227937,哪个软件可以调节屏幕亮度？,什么软件可以调节屏幕亮度,1,116502,23355
227938,怎么屏蔽优酷广告,怎样屏蔽优酷广告,1,225858,222495
227941,在腾讯视频里如何下载电影啊,用腾讯视频如何下载电影,1,121233,51655
227942,百度贴吧怎样升级,百度是怎样开升级的,1,146879,189286
227944,谁有王俊凯这样的照片,谁有王俊凯的照片,1,89040,24121
227945,微商如何代理,如何微商代理,1,236413,178094
227946,下单是什么意思？,下单是什么意思阿,1,192578,31411
227948,初二物理浮力,初二物理关于浮力,1,135585,3868
227950,狼图腾电影什么时候上映,电影狼图腾在哪里拍片什么时候上映,1,29194,157524
227958,怎样让电脑定时关机？,如何将电脑定时关机？,1,109759,170291
227959,世界上最可怕的是什么,这世界上最可怕的是什么,1,200212,222388
227960,这头像谁有高清图,谁有这个头像的高清,1,219168,146327
227961,武艺的女朋友是谁,武艺女朋友是谁,1,176596,141314
227962,女生喜欢男生留什么发型呢？,女生喜欢男生留什么发型啊,1,179000,145836
227963,鞋子如何除臭,怎么对鞋子除臭？,1,152661,76238
227966,南通有什么好玩的地方？,南通有什么地方好玩？,1,192364,63429
227967,冬季穿什么衣服好看？,廋人冬天穿什么衣服好看,1,80966,75654
227980,为什么我家电脑开机后会黑屏,为什么我家电脑启动后黑屏了,1,243307,152546
227985,我不要你做我的姐姐,求我不要你做我的姐姐,1,224984,176662
227986,这首歌曲是谁唱的?,这首歌曲是谁唱的啊,1,133687,67600
227988,银河护卫队完整版哪里可以看？,银河护卫队完整版哪里有,1,243110,25205
227989,关于无线路由器的问题,无线路由器的问题哦。,1,223831,124908
227990,您客气了，麻烦您了，还有其他疑问吗？,麻烦您了，请问还有其他可以为您服务的吗？亲,1,91529,173526
227991,什么牌子的笔记本电脑玩游戏好,笔记本电脑什么牌子玩游戏好,1,129295,238189
227992,我这脸型适合空气刘海吗？,我的脸型适合空气刘海吗？,1,167377,91564
227995,求傲雪论坛邀请码,求傲雪论坛的邀请码,1,17873,244835
227996,什么事睁一只眼闭一只眼比较好,做什么事睁一只眼闭一只眼比较好,1,83095,135804
227998,如何让水快速结冰。,水快速结冰怎么做,1,102576,153215
227999,国字脸头发硬的男生适合什么发型,男生国字脸适合剪什么发型,1,239942,29088
228004,求哈利波特同人小说,可以在发哈利波特同人小说给我吗,1,150368,175153
228005,哔哩哔哩弹幕网邀请码,哔哩哔哩弹幕网的邀请码,1,24504,83379
228006,爱情公寓的张伟叫什么？,爱情公寓张伟叫什么,1,128476,25589
228009,谁知道这部是什么动漫？,谁知道这部动漫叫什么,1,79288,93636
228011,郑州新车在哪里领环保标志,郑州新车到哪里领环保标志,1,233059,52749
228012,宝宝起名五行缺什么？,孩子起名五行缺什么,1,190144,146259
228015,你猜我喜欢什么颜色？,我喜欢的颜色是什么,1,77843,230064
228016,用煮熟的热鸡蛋滚脸有什么作用,用熟鸡蛋滚脸有什么好处吗？,1,72542,148130
228021,蹦迪，怎么蹦好看？,怎么蹦迪才好看！,1,6439,189206
228023,下面图片中的明星是谁,下面图片里的男明星是谁，麻烦知道的告诉下,1,95371,66109
228024,那里招聘司机,那里有招聘司机,1,126196,219470
228025,建行最新保本理财产品有哪些,现在建行的理财产品有哪些,1,67190,235256
228026,武汉军事经济学院,关于武汉的军事经济学院,1,238858,146321
228027,()相呼应是什么成语？,成语什么相呼应,1,156784,216473
228030,帮忙给宝宝起名·,帮忙给我的宝宝起名,1,227271,42258
228031,请问这个美女是谁？叫什么名字啊？,请问这美女是谁?叫什么名字啊？,1,143181,124402
228033,中秋节的手抄报资料,中秋节手抄报的资料,1,69204,70385
228034,查成语：邯郸什么,成语邯郸学什么,1,2711,91292
228035,酒精肝吃什么药,酒精肝吃什么补,1,6254,173177
